CCAA;Viajeros_y_tasas;Periodo;Total
11 Extremadura;Variación anual;2019M09;0,0
11 Extremadura;Variación anual;2019M08;4,6
11 Extremadura;Variación anual;2019M07;7,9
11 Extremadura;Variación anual;2019M06;-1,1
11 Extremadura;Variación anual;2019M05;3,1
11 Extremadura;Variación anual;2019M04;-6,0
11 Extremadura;Variación anual;2019M03;9,1
11 Extremadura;Variación anual;2019M02;3,3
11 Extremadura;Variación anual;2019M01;-2,2
11 Extremadura;Variación anual;2018M12;-1,8
11 Extremadura;Variación anual;2018M11;-4,5
11 Extremadura;Variación anual;2018M10;1,5
11 Extremadura;Variación anual;2018M09;-1,5
11 Extremadura;Variación anual;2018M08;-7,0
11 Extremadura;Variación anual;2018M07;-4,8
11 Extremadura;Variación anual;2018M06;-4,6
11 Extremadura;Variación anual;2018M05;-7,2
11 Extremadura;Variación anual;2018M04;10,0
11 Extremadura;Variación anual;2018M03;-15,2
11 Extremadura;Variación anual;2018M02;0,7
11 Extremadura;Variación anual;2018M01;4,9
11 Extremadura;Variación anual;2017M12;-0,7
11 Extremadura;Variación anual;2017M11;1,7
11 Extremadura;Variación anual;2017M10;6,1
11 Extremadura;Variación anual;2017M09;-2,9
11 Extremadura;Variación anual;2017M08;-0,9
11 Extremadura;Variación anual;2017M07;2,9
11 Extremadura;Variación anual;2017M06;2,9
11 Extremadura;Variación anual;2017M05;8,9
11 Extremadura;Variación anual;2017M04;-12,3
11 Extremadura;Variación anual;2017M03;13,4
11 Extremadura;Variación anual;2017M02;-3,7
11 Extremadura;Variación anual;2017M01;5,7
11 Extremadura;Variación anual;2016M12;1,8
11 Extremadura;Variación anual;2016M11;4,7
11 Extremadura;Variación anual;2016M10;-1,7
11 Extremadura;Variación anual;2016M09;1,1
11 Extremadura;Variación anual;2016M08;6,7
11 Extremadura;Variación anual;2016M07;-5,3
11 Extremadura;Variación anual;2016M06;1,7
11 Extremadura;Variación anual;2016M05;0,7
11 Extremadura;Variación anual;2016M04;5,4
11 Extremadura;Variación anual;2016M03;-7,1
11 Extremadura;Variación anual;2016M02;7,4
11 Extremadura;Variación anual;2016M01;-0,9
11 Extremadura;Variación anual;2015M12;-4,3
11 Extremadura;Variación anual;2015M11;-0,1
11 Extremadura;Variación anual;2015M10;-3,8
11 Extremadura;Variación anual;2015M09;-0,9
11 Extremadura;Variación anual;2015M08;0,1
11 Extremadura;Variación anual;2015M07;-1,6
11 Extremadura;Variación anual;2015M06;-0,1
11 Extremadura;Variación anual;2015M05;-4,0
11 Extremadura;Variación anual;2015M04;2,6
11 Extremadura;Variación anual;2015M03;1,5
11 Extremadura;Variación anual;2015M02;-7,7
11 Extremadura;Variación anual;2015M01;-8,3
11 Extremadura;Variación anual;2014M12;3,1
11 Extremadura;Variación anual;2014M11;-3,0
11 Extremadura;Variación anual;2014M10;-4,7
11 Extremadura;Variación anual;2014M09;1,1
11 Extremadura;Variación anual;2014M08;-3,3
11 Extremadura;Variación anual;2014M07;-2,6
11 Extremadura;Variación anual;2014M06;-0,9
11 Extremadura;Variación anual;2014M05;-4,5
11 Extremadura;Variación anual;2014M04;-13,0
11 Extremadura;Variación anual;2014M03;9,1
11 Extremadura;Variación anual;2014M02;5,3
11 Extremadura;Variación anual;2014M01;-8,4
11 Extremadura;Variación anual;2013M12;-2,5
11 Extremadura;Variación anual;2013M11;-1,2
11 Extremadura;Variación anual;2013M10;-5,8
11 Extremadura;Variación anual;2013M09;3,6
11 Extremadura;Variación anual;2013M08;-6,9
11 Extremadura;Variación anual;2013M07;2,0
11 Extremadura;Variación anual;2013M06;-9,4
11 Extremadura;Variación anual;2013M05;-8,1
11 Extremadura;Variación anual;2013M04;14,4
11 Extremadura;Variación anual;2013M03;-19,2
11 Extremadura;Variación anual;2013M02;-9,6
11 Extremadura;Variación anual;2013M01;-5,6
11 Extremadura;Variación anual;2012M12;-4,9
11 Extremadura;Variación anual;2012M11;-9,9
11 Extremadura;Variación anual;2012M10;6,3
11 Extremadura;Variación anual;2012M09;-6,1
11 Extremadura;Variación anual;2012M08;-6,8
11 Extremadura;Variación anual;2012M07;-4,3
11 Extremadura;Variación anual;2012M06;-5,7
11 Extremadura;Variación anual;2012M05;-0,7
11 Extremadura;Variación anual;2012M04;-5,0
11 Extremadura;Variación anual;2012M03;-2,1
11 Extremadura;Variación anual;2012M02;1,4
11 Extremadura;Variación anual;2012M01;2,7
11 Extremadura;Variación de la media en lo que va de año;2020M10;-44,0
11 Extremadura;Variación de la media en lo que va de año;2020M09;-44,6
11 Extremadura;Variación de la media en lo que va de año;2020M08;-46,1
11 Extremadura;Variación de la media en lo que va de año;2020M07;-46,9
11 Extremadura;Variación de la media en lo que va de año;2020M06;-47,5
11 Extremadura;Variación de la media en lo que va de año;2020M05;-45,1
11 Extremadura;Variación de la media en lo que va de año;2020M04;-34,9
11 Extremadura;Variación de la media en lo que va de año;2020M03;-17,4
11 Extremadura;Variación de la media en lo que va de año;2020M02;0,2
11 Extremadura;Variación de la media en lo que va de año;2020M01;1,5
11 Extremadura;Variación de la media en lo que va de año;2019M12;1,9
11 Extremadura;Variación de la media en lo que va de año;2019M11;1,9
11 Extremadura;Variación de la media en lo que va de año;2019M10;2,1
11 Extremadura;Variación de la media en lo que va de año;2019M09;1,8
11 Extremadura;Variación de la media en lo que va de año;2019M08;2,0
11 Extremadura;Variación de la media en lo que va de año;2019M07;1,8
11 Extremadura;Variación de la media en lo que va de año;2019M06;1,0
11 Extremadura;Variación de la media en lo que va de año;2019M05;1,4
11 Extremadura;Variación de la media en lo que va de año;2019M04;1,0
11 Extremadura;Variación de la media en lo que va de año;2019M03;3,4
11 Extremadura;Variación de la media en lo que va de año;2019M02;0,6
11 Extremadura;Variación de la media en lo que va de año;2019M01;-2,2
11 Extremadura;Variación de la media en lo que va de año;2018M12;-2,6
11 Extremadura;Variación de la media en lo que va de año;2018M11;-2,7
11 Extremadura;Variación de la media en lo que va de año;2018M10;-2,5
11 Extremadura;Variación de la media en lo que va de año;2018M09;-3,0
11 Extremadura;Variación de la media en lo que va de año;2018M08;-3,2
11 Extremadura;Variación de la media en lo que va de año;2018M07;-2,8
11 Extremadura;Variación de la media en lo que va de año;2018M06;-2,6
11 Extremadura;Variación de la media en lo que va de año;2018M05;-2,2
11 Extremadura;Variación de la media en lo que va de año;2018M04;-0,7
11 Extremadura;Variación de la media en lo que va de año;2018M03;-4,0
11 Extremadura;Variación de la media en lo que va de año;2018M02;2,7
11 Extremadura;Variación de la media en lo que va de año;2018M01;4,9
11 Extremadura;Variación de la media en lo que va de año;2017M12;1,8
11 Extremadura;Variación de la media en lo que va de año;2017M11;2,0
11 Extremadura;Variación de la media en lo que va de año;2017M10;2,0
11 Extremadura;Variación de la media en lo que va de año;2017M09;1,5
11 Extremadura;Variación de la media en lo que va de año;2017M08;2,1
11 Extremadura;Variación de la media en lo que va de año;2017M07;2,4
11 Extremadura;Variación de la media en lo que va de año;2017M06;2,3
11 Extremadura;Variación de la media en lo que va de año;2017M05;2,2
11 Extremadura;Variación de la media en lo que va de año;2017M04;0,4
11 Extremadura;Variación de la media en lo que va de año;2017M03;5,0
11 Extremadura;Variación de la media en lo que va de año;2017M02;0,6
11 Extremadura;Variación de la media en lo que va de año;2017M01;5,7
11 Extremadura;Variación de la media en lo que va de año;2016M12;1,1
11 Extremadura;Variación de la media en lo que va de año;2016M11;1,0
11 Extremadura;Variación de la media en lo que va de año;2016M10;0,6
11 Extremadura;Variación de la media en lo que va de año;2016M09;0,9
11 Extremadura;Variación de la media en lo que va de año;2016M08;0,8
11 Extremadura;Variación de la media en lo que va de año;2016M07;0,3
11 Extremadura;Variación de la media en lo que va de año;2016M06;1,1
11 Extremadura;Variación de la media en lo que va de año;2016M05;0,9
11 Extremadura;Variación de la media en lo que va de año;2016M04;1,0
11 Extremadura;Variación de la media en lo que va de año;2016M03;-0,5
11 Extremadura;Variación de la media en lo que va de año;2016M02;3,5
11 Extremadura;Variación de la media en lo que va de año;2016M01;-0,9
11 Extremadura;Variación de la media en lo que va de año;2015M12;-2,3
11 Extremadura;Variación de la media en lo que va de año;2015M11;-2,1
11 Extremadura;Variación de la media en lo que va de año;2015M10;-2,3
11 Extremadura;Variación de la media en lo que va de año;2015M09;-2,1
11 Extremadura;Variación de la media en lo que va de año;2015M08;-2,3
11 Extremadura;Variación de la media en lo que va de año;2015M07;-2,5
11 Extremadura;Variación de la media en lo que va de año;2015M06;-2,7
11 Extremadura;Variación de la media en lo que va de año;2015M05;-3,2
11 Extremadura;Variación de la media en lo que va de año;2015M04;-2,9
11 Extremadura;Variación de la media en lo que va de año;2015M03;-4,7
11 Extremadura;Variación de la media en lo que va de año;2015M02;-8,0
11 Extremadura;Variación de la media en lo que va de año;2015M01;-8,3
11 Extremadura;Variación de la media en lo que va de año;2014M12;-2,1
11 Extremadura;Variación de la media en lo que va de año;2014M11;-2,5
11 Extremadura;Variación de la media en lo que va de año;2014M10;-2,4
11 Extremadura;Variación de la media en lo que va de año;2014M09;-2,1
11 Extremadura;Variación de la media en lo que va de año;2014M08;-2,5
11 Extremadura;Variación de la media en lo que va de año;2014M07;-2,5
11 Extremadura;Variación de la media en lo que va de año;2014M06;-2,4
11 Extremadura;Variación de la media en lo que va de año;2014M05;-2,7
11 Extremadura;Variación de la media en lo que va de año;2014M04;-2,2
11 Extremadura;Variación de la media en lo que va de año;2014M03;1,8
11 Extremadura;Variación de la media en lo que va de año;2014M02;-1,7
11 Extremadura;Variación de la media en lo que va de año;2014M01;-8,4
11 Extremadura;Variación de la media en lo que va de año;2013M12;-4,5
11 Extremadura;Variación de la media en lo que va de año;2013M11;-4,7
11 Extremadura;Variación de la media en lo que va de año;2013M10;-5,1
11 Extremadura;Variación de la media en lo que va de año;2013M09;-5,0
11 Extremadura;Variación de la media en lo que va de año;2013M08;-6,0
11 Extremadura;Variación de la media en lo que va de año;2013M07;-5,9
11 Extremadura;Variación de la media en lo que va de año;2013M06;-6,9
11 Extremadura;Variación de la media en lo que va de año;2013M05;-6,4
11 Extremadura;Variación de la media en lo que va de año;2013M04;-5,9
11 Extremadura;Variación de la media en lo que va de año;2013M03;-11,8
11 Extremadura;Variación de la media en lo que va de año;2013M02;-7,6
11 Extremadura;Variación de la media en lo que va de año;2013M01;-5,6
11 Extremadura;Variación de la media en lo que va de año;2012M12;-2,8
11 Extremadura;Variación de la media en lo que va de año;2012M11;-2,6
11 Extremadura;Variación de la media en lo que va de año;2012M10;-1,7
11 Extremadura;Variación de la media en lo que va de año;2012M09;-2,8
11 Extremadura;Variación de la media en lo que va de año;2012M08;-2,4
11 Extremadura;Variación de la media en lo que va de año;2012M07;-1,9
11 Extremadura;Variación de la media en lo que va de año;2012M06;-1,6
11 Extremadura;Variación de la media en lo que va de año;2012M05;-0,8
11 Extremadura;Variación de la media en lo que va de año;2012M04;-0,8
11 Extremadura;Variación de la media en lo que va de año;2012M03;0,5
11 Extremadura;Variación de la media en lo que va de año;2012M02;2,0
11 Extremadura;Variación de la media en lo que va de año;2012M01;2,7
12 Galicia;Viajeros transportados;2020M10;3.662
12 Galicia;Viajeros transportados;2020M09;3.378
12 Galicia;Viajeros transportados;2020M08;2.805
12 Galicia;Viajeros transportados;2020M07;3.228
12 Galicia;Viajeros transportados;2020M06;2.371
12 Galicia;Viajeros transportados;2020M05;1.225
12 Galicia;Viajeros transportados;2020M04;549
12 Galicia;Viajeros transportados;2020M03;2.763
12 Galicia;Viajeros transportados;2020M02;5.387
12 Galicia;Viajeros transportados;2020M01;5.420
12 Galicia;Viajeros transportados;2019M12;5.273
12 Galicia;Viajeros transportados;2019M11;5.560
12 Galicia;Viajeros transportados;2019M10;6.177
12 Galicia;Viajeros transportados;2019M09;5.346
12 Galicia;Viajeros transportados;2019M08;4.600
12 Galicia;Viajeros transportados;2019M07;5.162
12 Galicia;Viajeros transportados;2019M06;5.155
12 Galicia;Viajeros transportados;2019M05;5.603
12 Galicia;Viajeros transportados;2019M04;5.225
12 Galicia;Viajeros transportados;2019M03;5.226
12 Galicia;Viajeros transportados;2019M02;5.204
12 Galicia;Viajeros transportados;2019M01;5.339
12 Galicia;Viajeros transportados;2018M12;4.988
12 Galicia;Viajeros transportados;2018M11;5.501
12 Galicia;Viajeros transportados;2018M10;5.932
12 Galicia;Viajeros transportados;2018M09;5.185
12 Galicia;Viajeros transportados;2018M08;4.594
12 Galicia;Viajeros transportados;2018M07;4.923
12 Galicia;Viajeros transportados;2018M06;5.244
12 Galicia;Viajeros transportados;2018M05;5.457
12 Galicia;Viajeros transportados;2018M04;5.361
12 Galicia;Viajeros transportados;2018M03;5.010
12 Galicia;Viajeros transportados;2018M02;4.866
12 Galicia;Viajeros transportados;2018M01;5.182
12 Galicia;Viajeros transportados;2017M12;4.756
12 Galicia;Viajeros transportados;2017M11;5.479
12 Galicia;Viajeros transportados;2017M10;5.631
12 Galicia;Viajeros transportados;2017M09;5.194
12 Galicia;Viajeros transportados;2017M08;4.449
12 Galicia;Viajeros transportados;2017M07;4.613
12 Galicia;Viajeros transportados;2017M06;5.190
12 Galicia;Viajeros transportados;2017M05;5.407
12 Galicia;Viajeros transportados;2017M04;4.825
12 Galicia;Viajeros transportados;2017M03;5.557
12 Galicia;Viajeros transportados;2017M02;4.848
12 Galicia;Viajeros transportados;2017M01;4.983
12 Galicia;Viajeros transportados;2016M12;5.068
12 Galicia;Viajeros transportados;2016M11;5.432
12 Galicia;Viajeros transportados;2016M10;5.417
12 Galicia;Viajeros transportados;2016M09;5.358
12 Galicia;Viajeros transportados;2016M08;4.473
12 Galicia;Viajeros transportados;2016M07;4.801
